numero_dec,solution,article38,date_dec,jonction,id_infos_circo_tf,id_infos_circo_t1,annee_election,date_premier_tour,date_second_tour,type_election,nom_dep,circonscription,tour_final,tf_nb_exprimees,tf_nb_votant,tf_nb_inscrit,tf_ecart1,tf_r1_nuance,tf_r1_nb_voix,tf_r1_sortant,tf_r1_civilite,tf_r2_nuance,tf_r2_nb_voix,tf_r2_sortant,tf_r2_civilite,t1_nb_exprimes,t1_nb_votant,t1_nb_inscrit,t1_ecart1,t1_ecart2,t1_r1_nuance,t1_r1_nb_voix,t1_r1_sortant,t1_r1_civilite,t1_r2_nuance,t1_r2_nb_voix,t1_r2_sortant,t1_r2_civilite,t1_r3_nuance,t1_r3_nb_voix,t1_r3_sortant,t1_r3_civilite
58-95,Rejet,,1959-2-6,unique,791,361,1958,1958-11-23,1958-11-30,an,seine,23,2,37915,38875,52525,1922,UNR,17397,FALSE,,RADCENT,15475,FALSE,,39328,40350,52524,7574,83,RADCENT,15118,FALSE,,CNI,7544,FALSE,,UNR,7461,FALSE,
58-101,Rejet,,1959-2-13,unique,591,133,1958,1958-11-23,1958-11-30,an,herault,1,2,48136,48861,64034,1400,CNI,15286,FALSE,,UNR,13886,FALSE,,45337,46537,64071,2046,456,CNI,11017,FALSE,,UNR,8971,FALSE,,COM,8515,FALSE,
93-1554,Inéligibilité,,1993-9-23,unique,8622,8122,1993,1993-3-11,1993-3-28,an,la-reunion,4,2,41499,43524,60062,7383,RPR,24441,FALSE,,COM,17058,TRUE,,35704,37806,60066,3766,6279,RPR,16135,FALSE,,COM,12369,TRUE,,SOC,6090,FALSE,
93-1687,Inéligibilité,,1993-11-25,unique,8384,7842,1993,1993-3-11,1993-3-28,an,nord,13,2,41060,44412,63142,8216,RPR,24638,FALSE,,SOC,16422,FALSE,,42385,44724,63143,3265,2991,RPR,13217,FALSE,,SOC,9952,FALSE,,DVD,6961,FALSE,
97-2116,Rejet,,1997-7-10,unique,9646,9075,1997,1997-5-25,1997-6-1,an,deux-sevres,2,2,47524,50033,67281,11230,SOC,29377,TRUE,F,UDF,18147,FALSE,M,45665,48912,67282,8576,10525,SOC,22426,TRUE,F,UDF,13850,FALSE,M,FRN,3325,FALSE,M
97-2125,Rejet,,1997-7-10,unique,9323,8747,1997,1997-5-25,1997-6-1,an,finistere,3,2,58298,60710,83103,360,SOC,29329,FALSE,M,RPR,28969,FALSE,M,55255,57480,83117,4375,2765,SOC,15213,FALSE,M,RPR,10838,FALSE,M,DVD,8073,FALSE,M
97-2128,Rejet,,1997-7-10,unique,9289,8713,1997,1997-5-25,1997-6-1,an,cote-d-or,3,2,41099,44080,61191,2993,DVG,22046,FALSE,M,DVD,19053,FALSE,M,39672,41581,61194,1753,1656,DVG,12389,FALSE,M,DVD,10636,FALSE,M,FRN,8980,FALSE,M
58-60,Rejet,,1959-2-6,unique,492,29,1958,1958-11-23,1958-11-30,an,ariege,1,2,33667,34200,45231,521,SFIO,13216,FALSE,,CRR,12695,FALSE,,31711,32415,44885,2616,991,SFIO,9644,FALSE,,COM,7028,FALSE,,CRR,6037,FALSE,
58-121,Rejet,,1959-2-6,unique,588,130,1958,1958-11-23,1958-11-30,an,gironde,8,2,43985,45254,60279,4086,CNI,20700,FALSE,,EXD,16614,FALSE,,44235,45423,60416,7135,4787,CNI,18092,FALSE,,EXD,10957,FALSE,,COM,6170,FALSE,
62-293,Rejet,,1963-2-12,unique,1386,923,1962,1962-11-18,1962-11-25,an,aube,2,2,33969,35025,49510,78,MOD,11589,FALSE,,COM,11511,FALSE,,31101,32337,49512,927,1866,MOD,9889,FALSE,,UNR-UDT,8962,FALSE,,COM,7096,FALSE,
93-2009,Inéligibilité,,1993-12-15,unique,8255,7691,1993,1993-3-11,1993-3-28,an,haute-garonne,5,2,68529,74358,100084,1891,RPR,35210,FALSE,,SOC,33319,FALSE,,68235,73196,100146,7379,9192,RPR,25164,FALSE,,SOC,17785,FALSE,,FRN,8593,FALSE,
2022-5772,Rejet,Oui,2022-7-29,unique,15132,14556,2022,2022-6-12,2022-6-19,an,haute-savoie,3,2,37694,39872,88240,10070,LR,23882,FALSE,F,NUP,13812,FALSE,F,39678,40429,88200,702,42,NUP,9831,FALSE,F,LR,9129,FALSE,F,ENS,9087,FALSE,F
58-90,Rejet,,1959-2-6,unique,644,193,1958,1958-11-23,1958-11-30,an,lozere,2,2,20630,20765,24715,802,CNI,10515,FALSE,,MRP,9713,FALSE,,19726,20288,24708,1018,7404,CNI,9722,FALSE,,MRP,8704,FALSE,,COM,1300,FALSE,
2001-2591,Inéligibilité,,2001-6-19,unique,9620,9049,1997,1997-5-25,1997-6-1,an,seine-maritime,9,2,53592,56397,75687,6298,SOC,29945,FALSE,F,UDF,23647,FALSE,M,52152,54444,75690,4755,9016,SOC,20167,FALSE,F,UDF,15412,FALSE,M,FRN,6396,FALSE,M
2001-2592,Inéligibilité,,2001-9-20,unique,9334,8758,1997,1997-5-25,1997-6-1,an,haute-garonne,1,2,37596,39058,61288,2596,UDF,20096,TRUE,M,ECO,17500,FALSE,F,36392,37444,61286,5104,5726,UDF,15025,TRUE,M,ECO,9921,FALSE,F,FRN,4195,FALSE,M
2001-2593,Inéligibilité,,2001-9-20,unique,9334,8758,1997,1997-5-25,1997-6-1,an,haute-garonne,1,2,37596,39058,61288,2596,UDF,20096,TRUE,M,ECO,17500,FALSE,F,36392,37444,61286,5104,5726,UDF,15025,TRUE,M,ECO,9921,FALSE,F,FRN,4195,FALSE,M
2001-2610,Inéligibilité,,2001-11-22,unique,9226,8649,1997,1997-5-25,1997-6-1,an,alpes-maritimes,8,2,36256,39849,58977,10206,UDF,23231,TRUE,F,FRN,13025,FALSE,M,36748,38101,59077,836,4885,FRN,10153,FALSE,M,UDF,9317,TRUE,F,DVD,4432,FALSE,M
58-40,Rejet,,1959-1-17,unique,864,436,1958,1958-11-23,1958-11-30,an,tarn,2,2,51326,53595,67235,1103,UNR,21197,FALSE,,MRP,20094,FALSE,,52136,54410,67236,2689,318,MRP,13419,FALSE,,UNR,10730,FALSE,,CNI,10412,FALSE,
58-99,Rejet,,1959-1-20,unique,740,301,1958,1958-11-23,1958-11-30,an,bas-rhin,4,2,46181,47368,58207,3741,UNR,24961,FALSE,,MRP,21220,FALSE,,46278,47809,57918,715,19660,UNR,22456,FALSE,,MRP,21741,FALSE,,COM,2081,FALSE,
58-124,Rejet,,1959-2-16,unique,572,114,1958,1958-11-23,1958-11-30,an,gard,4,2,34605,35731,47391,2617,SFIO,18611,FALSE,,UNR,15994,FALSE,,33978,34837,47419,538,1096,SFIO,10777,FALSE,,UNR,10239,FALSE,,COM,9143,FALSE,
67-420,Rejet,,1967-4-13,unique,2397,1961,1967,1967-3-5,1967-3-12,an,moselle,8,2,45558,46511,54245,4064,MOD,24811,FALSE,,UD5,20747,FALSE,,45446,46522,54257,3308,11127,MOD,20429,FALSE,,UD5,17121,FALSE,,CENTDEM,5994,FALSE,
93-1540,Inéligibilité,,1993-9-23,unique,8272,7708,1993,1993-3-11,1993-3-28,an,herault,1,2,29444,36555,60591,12194,UDF,20819,TRUE,,FRN,8625,FALSE,,37169,39265,60589,7898,517,UDF,14661,TRUE,,FRN,6763,FALSE,,SOC,6246,FALSE,
93-1559,Inéligibilité,,1993-9-29,unique,8491,7974,1993,1993-3-11,1993-3-28,an,seine-maritime,5,2,54686,58642,81058,2050,SOC,28368,FALSE,,RPR,26318,FALSE,,54227,57555,81065,4268,4649,RPR,17882,FALSE,,SOC,13614,FALSE,,COM,8965,FALSE,
93-1775,Inéligibilité,,1993-12-2,unique,7753,7753,1993,1993-3-11,1993-3-28,an,loire,6,1,41083,43637,62671,18496,UDF,23677,TRUE,,SOC,5181,FALSE,,41083,43637,62671,18496,555,UDF,23677,TRUE,,SOC,5181,FALSE,,FRN,4626,FALSE,
93-1776,Inéligibilité,,1993-12-2,unique,8565,8059,1993,1993-3-11,1993-3-28,an,essonne,8,2,42657,46597,69903,2705,SOC,22681,TRUE,,RPR,19976,FALSE,,44912,46640,69920,1071,2516,RPR,9509,FALSE,,SOC,8438,TRUE,,FRN,5922,FALSE,
93-1840,Inéligibilité,,1993-12-17,unique,8209,7641,1993,1993-3-11,1993-3-28,an,cotes-d-armor,1,2,55128,59135,81414,4042,RPR,29585,FALSE,,SOC,25543,TRUE,,53976,56916,81427,7905,4398,RPR,19280,FALSE,,SOC,11375,TRUE,,COM,6977,FALSE,
2007-3424,Rejet,Oui,2007-6-28,unique,11214,11214,2007,2007-6-10,2007-6-17,an,bas-rhin,9,1,56603,57715,104442,21158,UMP,32011,FALSE,M,MODEM,10853,FALSE,M,56603,57715,104442,21158,6178,UMP,32011,FALSE,M,MODEM,10853,FALSE,M,SOC,4675,FALSE,F
2007-3896,Rejet,Oui,2007-7-26,unique,11859,11391,2007,2007-6-10,2007-6-17,an,seine-saint-denis,8,2,32184,33263,60718,3662,UMP,17923,FALSE,M,SOC,14261,FALSE,F,34401,35096,60720,2196,1323,UMP,11316,FALSE,M,SOC,9120,FALSE,F,PSLE,7797,FALSE,M
93-1570,Inéligibilité,,1993-9-29,unique,8143,7568,1993,1993-3-11,1993-3-28,an,alpes-de-haute-provence,2,2,25283,33888,51398,11307,RPR,18295,FALSE,,FRN,6988,FALSE,,34398,36728,51374,8123,587,RPR,13137,FALSE,,FRN,5014,FALSE,,COM,4427,FALSE,
93-1579,Inéligibilité,,1993-9-29,unique,7927,7927,1993,1993-3-11,1993-3-28,an,haute-saone,1,1,41138,43859,59311,15338,RPR,22207,TRUE,,SOC,6869,FALSE,,41138,43859,59311,15338,1886,RPR,22207,TRUE,,SOC,6869,FALSE,,FRN,4983,FALSE,
93-1580,Inéligibilité,,1993-9-29,unique,8499,7982,1993,1993-3-11,1993-3-28,an,seine-et-marne,1,2,46768,50479,77360,12976,RPR,29872,FALSE,,SOC,16896,FALSE,,50304,52205,77362,14569,86,RPR,22147,FALSE,,SOC,7578,FALSE,,FRN,7492,FALSE,
93-1619,Inéligibilité,,1993-10-20,unique,8263,7699,1993,1993-3-11,1993-3-28,an,gironde,3,2,38702,42975,64089,1052,RPR,19877,FALSE,,SOC,18825,FALSE,,40838,43291,64098,6158,212,RPR,13602,FALSE,,SOC,7444,FALSE,,GEC,7232,FALSE,
93-1768,Inéligibilité,,1993-12-2,unique,8370,7827,1993,1993-3-11,1993-3-28,an,nievre,1,2,38931,41909,56959,2877,SOC,20904,TRUE,,RPR,18027,FALSE,,37144,39339,56959,16,9026,SOC,12755,TRUE,,RPR,12739,FALSE,,COM,3713,FALSE,
93-1929,Inéligibilité,,1993-12-17,unique,8438,7902,1993,1993-3-11,1993-3-28,an,bas-rhin,6,2,41932,45495,67973,364,MAJ,21148,FALSE,,UDF,20784,FALSE,,44829,47591,67973,5841,4825,UDF,17327,FALSE,,MAJ,11486,FALSE,,GEC,6661,FALSE,
58-47/72/122,Rejet,,1959-1-20,jonction,737,298,1958,1958-11-23,1958-11-30,an,bas-rhin,1,2,32947,33431,54606,1293,UNR,13727,FALSE,,MRP,12434,FALSE,,32948,33755,54620,464,5163,UNR,9947,FALSE,,MRP,9483,FALSE,,MOD,4320,FALSE,
58-65,Rejet,,1959-1-27,unique,714,274,1958,1958-11-23,1958-11-30,an,pas-de-calais,4,2,41905,43010,51917,1020,MOD,14520,FALSE,,MRP,13500,FALSE,,42072,43113,51921,3061,2066,MOD,11575,FALSE,,MRP,8514,FALSE,,UNR,6448,FALSE,
93-1410,Inéligibilité,,1993-9-22,unique,8219,7651,1993,1993-3-11,1993-3-28,an,dordogne,4,2,60047,64523,80348,6019,RPR,33033,FALSE,,SOC,27014,TRUE,,57420,61204,80368,11923,3055,RPR,24879,FALSE,,SOC,12956,TRUE,,COM,9901,FALSE,
2007-3615,Rejet,Oui,2007-7-12,unique,11901,11434,2007,2007-6-10,2007-6-17,an,mayotte,1,2,33379,34647,64666,4199,DIV,18789,FALSE,M,UMP,14590,FALSE,M,30330,31797,64775,1979,3861,UMP,8468,TRUE,M,DIV,6489,FALSE,M,MODEM,2628,FALSE,M
93-1556,Inéligibilité,,1993-9-29,unique,8487,7970,1993,1993-3-11,1993-3-28,an,seine-maritime,1,2,35943,38204,57754,8209,UDF,22076,FALSE,,SOC,13867,TRUE,,37477,38887,57754,10154,2067,UDF,16925,FALSE,,SOC,6771,TRUE,,FRN,4704,FALSE,
93-1707,Inéligibilité,,1993-11-25,unique,8386,7844,1993,1993-3-11,1993-3-28,an,nord,15,2,45424,49451,65383,4998,RPR,25211,FALSE,,SOC,20213,FALSE,,46671,50011,65386,1000,1523,RPR,11712,FALSE,,SOC,10712,FALSE,,UDF,9189,FALSE,
93-1600,Inéligibilité,,1993-12-1,unique,7996,7996,1993,1993-3-11,1993-3-28,an,yvelines,6,1,37255,38711,56765,15151,RPR,19894,TRUE,,SOC,4743,FALSE,,37255,38711,56765,15151,767,RPR,19894,TRUE,,SOC,4743,FALSE,,FRN,3976,FALSE,
93-1773,Inéligibilité,,1993-12-2,unique,8313,7751,1993,1993-3-11,1993-3-28,an,loire,4,2,43513,46531,69851,6337,UDF,24925,FALSE,,COM,18588,FALSE,,43423,45553,69852,2654,86,UDF,10963,FALSE,,COM,8309,FALSE,,FRN,8223,FALSE,
93-1943,Inéligibilité,,1993-12-15,unique,8544,8037,1993,1993-3-11,1993-3-28,an,vienne,3,2,24764,37345,69399,,RPR,24764,TRUE,,,,,,47186,50692,69400,9216,1641,RPR,18573,TRUE,,UDF,9357,FALSE,,SOC,7716,FALSE,
93-1946,Inéligibilité,,1993-12-15,unique,7964,7964,1993,1993-3-11,1993-3-28,an,paris,16,1,35707,36764,53830,18321,RPR,22545,TRUE,,SOC,4224,FALSE,,35707,36764,53830,18321,261,RPR,22545,TRUE,,SOC,4224,FALSE,,FRN,3963,FALSE,
93-1967,Inéligibilité,,1993-12-15,unique,7939,7939,1993,1993-3-11,1993-3-28,an,sarthe,4,1,46984,49633,69667,21941,RPR,27527,TRUE,,SOC,5586,FALSE,,46984,49633,69667,21941,1779,RPR,27527,TRUE,,SOC,5586,FALSE,,COM,3807,FALSE,
93-1976,Inéligibilité,,1993-12-15,unique,8259,7695,1993,1993-3-11,1993-3-28,an,gers,1,2,48893,52865,71471,3033,RPR,25963,FALSE,,SOC,22930,FALSE,,47895,51512,71472,2720,4123,RPR,14974,FALSE,,SOC,12254,FALSE,,UDF,8131,FALSE,
93-1997,Inéligibilité,,1993-12-15,unique,8364,7821,1993,1993-3-11,1993-3-28,an,moselle,5,2,39899,45542,71796,1197,UDF,20548,TRUE,,DVD,19351,FALSE,,43875,46994,71818,3768,4892,UDF,14384,TRUE,,DVD,10616,FALSE,,FRN,5724,FALSE,
93-2022,Inéligibilité,,1993-12-15,unique,8233,7666,1993,1993-3-11,1993-3-28,an,eure-et-loir,1,2,49075,52097,72521,4261,RPR,26668,FALSE,,SOC,22407,TRUE,,48816,51216,72523,5495,6671,RPR,18944,FALSE,,SOC,13449,TRUE,,FRN,6778,FALSE,
93-1843,Inéligibilité,,1993-12-17,unique,8070,8070,1993,1993-3-11,1993-3-28,an,hauts-de-seine,9,1,34898,36121,53509,14565,RPR,19715,TRUE,,SOC,5150,FALSE,,34898,36121,53509,14565,1272,RPR,19715,TRUE,,SOC,5150,FALSE,,FRN,3878,FALSE,
93-1851,Inéligibilité,,1993-12-17,unique,7556,7556,1993,1993-3-11,1993-3-28,an,ain,3,1,44485,46909,71161,15305,UDF,22949,TRUE,,SOC,7644,FALSE,,44485,46909,71161,15305,2125,UDF,22949,TRUE,,SOC,7644,FALSE,,FRN,5519,FALSE,
93-1887,Inéligibilité,,1993-12-17,unique,8595,8092,1993,1993-3-11,1993-3-28,an,val-de-marne,5,2,35082,37286,57757,7410,RPR,21246,TRUE,,COM,13836,FALSE,,36977,38103,57757,8950,1970,RPR,15971,TRUE,,COM,7021,FALSE,,FRN,5051,FALSE,
93-1464,Inéligibilité,,1993-9-22,unique,8173,7601,1993,1993-3-11,1993-3-28,an,bouches-du-rhone,5,2,24898,28485,52893,8626,RPR,16762,FALSE,,FRN,8136,FALSE,,29444,30491,52893,3640,2953,RPR,10613,FALSE,,FRN,6973,FALSE,,SOC,4020,TRUE,
93-1490,Inéligibilité,,1993-9-22,unique,8355,7808,1993,1993-3-11,1993-3-28,an,meurthe-et-moselle,7,2,40042,43999,69580,1468,SOC,20755,FALSE,,UDF,19287,FALSE,,39971,42514,69591,1333,75,UDF,9387,FALSE,,SOC,8054,FALSE,,COM,7979,FALSE,
93-1308,Annulation,,1993-10-6,unique,8345,7796,1993,1993-3-11,1993-3-28,an,marne,6,2,32991,40173,66204,49,DVD,16520,FALSE,,UDF,16471,TRUE,,41381,43597,66223,6874,438,UDF,13548,TRUE,,DVD,6674,FALSE,,FRN,6236,FALSE,
2007-3683,Rejet,Oui,2007-7-12,unique,11272,11272,2007,2007-6-10,2007-6-17,an,paris,15,1,25451,25575,43760,13523,UMP,16521,FALSE,M,DVD,2998,FALSE,M,25451,25575,43760,13523,1164,UMP,16521,FALSE,M,DVD,2998,FALSE,M,MODEM,1834,FALSE,F
93-1543,Inéligibilité,,1993-9-23,unique,8310,7748,1993,1993-3-11,1993-3-28,an,loire,1,2,32066,39266,69535,11480,UDF,21773,FALSE,,FRN,10293,FALSE,,41313,42991,69493,7293,1572,UDF,15166,FALSE,,FRN,7873,FALSE,,SOC,6301,FALSE,
2022-5811,Rejet,Oui,2022-8-5,unique,15289,14717,2022,2022-6-12,2022-6-19,an,guadeloupe,4,2,10633,12501,68265,,DVG,10633,FALSE,M,,,,,15865,17035,68262,2972,765,DVG,6126,FALSE,M,DVC,3154,FALSE,F,DVG,2389,FALSE,F
93-1544,Inéligibilité,,1993-9-23,unique,8306,7744,1993,1993-3-11,1993-3-28,an,landes,3,2,57592,60973,77493,4766,SOC,31179,TRUE,,UDF,26413,FALSE,,56527,60094,77513,2525,14658,SOC,23172,TRUE,,UDF,20647,FALSE,,COM,5989,FALSE,
93-1601,Inéligibilité,,1993-9-29,unique,8603,8100,1993,1993-3-11,1993-3-28,an,val-d-oise,1,2,35670,44033,66877,11862,UDF,23766,FALSE,,FRN,11904,FALSE,,44956,47081,66890,6869,1787,UDF,15086,FALSE,,FRN,8217,FALSE,,SOC,6430,FALSE,
93-1702,Inéligibilité,,1993-11-16,unique,8454,7923,1993,1993-3-11,1993-3-28,an,rhone,11,2,31240,38770,65416,11610,RPR,21425,FALSE,,FRN,9815,FALSE,,43088,45367,65417,8833,475,RPR,16583,FALSE,,FRN,7750,FALSE,,SOC,7275,TRUE,
93-1729,Inéligibilité,,1993-11-25,unique,8148,7574,1993,1993-3-11,1993-3-28,an,alpes-maritimes,4,2,41071,45968,70513,4365,RPR,17876,TRUE,,UDF,13511,FALSE,,45107,46812,70562,4187,105,RPR,13369,TRUE,,UDF,9182,FALSE,,FRN,9077,FALSE,
93-1742,Inéligibilité,,1993-11-25,unique,8132,7557,1993,1993-3-11,1993-3-28,an,ain,4,2,43936,51744,84654,19318,UDF,31627,TRUE,,FRN,12309,FALSE,,52708,56022,84660,16550,795,UDF,25753,TRUE,,FRN,9203,FALSE,,SOC,8408,FALSE,
93-1747,Inéligibilité,,1993-11-25,unique,8381,7839,1993,1993-3-11,1993-3-28,an,nord,10,2,48128,49909,69367,2206,RPR,18578,FALSE,,SOC,16372,FALSE,,45717,47778,69367,2327,1610,RPR,14670,FALSE,,FRN,12343,FALSE,,SOC,10733,FALSE,
93-1952,Inéligibilité,,1993-12-15,unique,7595,7595,1993,1993-3-11,1993-3-28,an,aveyron,2,1,48302,52990,73639,12287,DVD,24515,FALSE,,RDG,12228,FALSE,,48302,52990,73639,12287,7558,DVD,24515,FALSE,,RDG,12228,FALSE,,COM,4670,FALSE,
93-2028,Inéligibilité,,1993-12-15,unique,8192,7622,1993,1993-3-11,1993-3-28,an,charente,2,2,36489,39391,60675,8685,RPR,22587,FALSE,,SOC,13902,FALSE,,37616,40302,60676,12102,3389,RPR,18411,FALSE,,SOC,6309,FALSE,,FRN,2920,FALSE,
93-1879,Inéligibilité,,1993-12-17,unique,8327,7771,1993,1993-3-11,1993-3-28,an,loiret,5,2,43408,53213,80007,19202,RPR,31305,FALSE,,FRN,12103,FALSE,,55167,58300,80018,17373,299,RPR,25850,FALSE,,FRN,8477,FALSE,,SOC,8178,FALSE,
93-1908,Inéligibilité,,1993-12-17,unique,7942,7942,1993,1993-3-11,1993-3-28,an,savoie,2,1,45964,47842,73018,22765,RPR,27652,TRUE,,COM,4887,FALSE,,45964,47842,73018,22765,567,RPR,27652,TRUE,,COM,4887,FALSE,,FRN,4320,FALSE,
93-1914,Inéligibilité,,1993-12-17,unique,8240,7673,1993,1993-3-11,1993-3-28,an,finistere,4,2,53897,56444,77634,3213,UDF,28555,FALSE,,SOC,25342,FALSE,,52512,55312,77648,8816,11392,UDF,24127,FALSE,,SOC,15311,FALSE,,GEC,3919,FALSE,
93-1446,Inéligibilité,,1993-9-22,unique,7636,7636,1993,1993-3-11,1993-3-28,an,cote-d-or,1,1,39825,42165,60922,13092,RPR,20201,TRUE,,SOC,7109,FALSE,,39825,42165,60922,13092,2792,RPR,20201,TRUE,,SOC,7109,FALSE,,FRN,4317,FALSE,
93-1534,Inéligibilité,,1993-9-23,unique,8500,7984,1993,1993-3-11,1993-3-28,an,seine-et-marne,3,2,34799,42158,68914,13717,UDF,24258,FALSE,,FRN,10541,FALSE,,43675,45831,68915,10226,2228,UDF,17938,FALSE,,FRN,7712,FALSE,,SOC,5484,FALSE,
2007-3906,Rejet,Oui,2007-7-26,unique,11579,11029,2007,2007-6-10,2007-6-17,an,ille-et-vilaine,6,2,39087,44019,77986,3981,MODEM,21534,FALSE,M,UMP,17553,FALSE,F,48092,49413,77986,8195,620,UMP,17915,FALSE,F,MODEM,9720,FALSE,M,ECO,9100,FALSE,F
93-1657,Inéligibilité,,1993-11-4,unique,7809,7809,1993,1993-3-11,1993-3-28,an,meuse,1,1,52222,55280,78587,17089,UDF,26613,TRUE,,SOC,9524,FALSE,,52222,55280,78587,17089,3637,UDF,26613,TRUE,,SOC,9524,FALSE,,FRN,5887,FALSE,
2007-3809,Rejet,Oui,2007-7-26,unique,11688,11158,2007,2007-6-10,2007-6-17,an,nord,20,2,43273,44393,82714,16593,COM,29933,FALSE,M,UMP,13340,FALSE,F,45861,46610,82715,11331,5819,COM,21320,TRUE,M,UMP,9989,FALSE,F,SOC,4170,FALSE,F
93-2039,Inéligibilité,,1993-12-14,unique,8491,7974,1993,1993-3-11,1993-3-28,an,seine-maritime,5,2,54686,58642,81058,2050,SOC,28368,FALSE,,RPR,26318,FALSE,,54227,57555,81065,4268,4649,RPR,17882,FALSE,,SOC,13614,FALSE,,COM,8965,FALSE,
93-1962,Inéligibilité,,1993-12-15,unique,8133,7558,1993,1993-3-11,1993-3-28,an,aisne,1,2,47759,50874,70589,5041,RPR,26400,FALSE,,SOC,21359,TRUE,,46833,49398,70562,8046,5325,RPR,19147,FALSE,,SOC,11101,TRUE,,FRN,5776,FALSE,
93-2012,Inéligibilité,,1993-12-15,unique,8564,8058,1993,1993-3-11,1993-3-28,an,essonne,7,2,44494,47344,67775,4708,RPR,24601,FALSE,,SOC,19893,FALSE,,44677,46457,67758,6737,3516,RPR,16801,FALSE,,SOC,10064,FALSE,,FRN,6548,FALSE,
93-1842,Inéligibilité,,1993-12-17,unique,8070,8070,1993,1993-3-11,1993-3-28,an,hauts-de-seine,9,1,34898,36121,53509,14565,RPR,19715,TRUE,,SOC,5150,FALSE,,34898,36121,53509,14565,1272,RPR,19715,TRUE,,SOC,5150,FALSE,,FRN,3878,FALSE,
93-1855,Inéligibilité,,1993-12-17,unique,8253,7689,1993,1993-3-11,1993-3-28,an,haute-garonne,3,2,47201,50679,70979,3623,UDF,25412,FALSE,,SOC,21789,FALSE,,47501,50503,71010,8027,6736,UDF,19377,FALSE,,SOC,11350,FALSE,,FRN,4614,FALSE,
93-1895,Inéligibilité,,1993-12-17,unique,8367,7824,1993,1993-3-11,1993-3-28,an,moselle,8,2,40855,44583,68923,8451,DVD,24653,TRUE,,SOC,16202,FALSE,,41468,44547,68935,10388,1235,DVD,17564,TRUE,,SOC,7176,FALSE,,FRN,5941,FALSE,
93-1586,Inéligibilité,,1993-9-29,unique,8512,7999,1993,1993-3-11,1993-3-28,an,yvelines,9,2,41123,49124,74258,14645,RPR,27884,TRUE,,FRN,13239,FALSE,,50022,52361,74271,11758,3367,RPR,21598,TRUE,,FRN,9840,FALSE,,SOC,6473,FALSE,
93-1671,Inéligibilité,,1993-10-20,unique,8599,8096,1993,1993-3-11,1993-3-28,an,val-de-marne,9,2,27882,30245,46932,3478,COM,15680,FALSE,,UDF,12202,FALSE,,30494,31572,46932,325,349,COM,7069,FALSE,,SOC,6744,TRUE,,UDF,6395,FALSE,
93-1622,Inéligibilité,,1993-12-1,unique,8447,7914,1993,1993-3-11,1993-3-28,an,rhone,2,2,36567,40637,63404,3921,RPR,25244,FALSE,,DVD,21323,TRUE,,40947,42350,63404,246,5420,RPR,11073,FALSE,,DVD,10827,TRUE,,SOC,5407,FALSE,
2007-3745,Rejet,Oui,2007-7-26,unique,11894,11427,2007,2007-6-10,2007-6-17,an,guyane,2,2,17046,17896,40489,978,DVG,9012,FALSE,F,UMP,8034,TRUE,M,14442,15116,40490,2718,868,UMP,6071,TRUE,M,DVG,3353,FALSE,F,DIV,2485,FALSE,M
93-1627,Inéligibilité,,1993-10-20,unique,7963,7963,1993,1993-3-11,1993-3-28,an,paris,15,1,27615,28179,42162,16786,UDF,19794,TRUE,,FRN,3008,FALSE,,27615,28179,42162,16786,775,UDF,19794,TRUE,,FRN,3008,FALSE,,SOC,2233,FALSE,
93-1659,Inéligibilité,,1993-10-20,unique,7880,7880,1993,1993-3-11,1993-3-28,an,puy-de-dome,3,1,46071,49380,68031,17630,UDF,25228,FALSE,,SOC,7598,FALSE,,46071,49380,68031,17630,3358,UDF,25228,FALSE,,SOC,7598,FALSE,,VEC,4240,FALSE,
93-1665,Inéligibilité,,1993-10-20,unique,8567,8061,1993,1993-3-11,1993-3-28,an,essonne,10,2,35257,37840,56094,253,SOC,17755,TRUE,,UDF,17502,FALSE,,35805,37508,56103,1662,655,UDF,8369,FALSE,,SOC,6707,TRUE,,COM,6052,FALSE,
93-1699,Inéligibilité,,1993-12-1,unique,8488,7971,1993,1993-3-11,1993-3-28,an,seine-maritime,2,2,50161,53896,77888,8257,UDF,29209,FALSE,,SOC,20952,TRUE,,51619,54097,77888,9349,4682,UDF,20176,FALSE,,SOC,10827,TRUE,,FRN,6145,FALSE,
93-1900,Inéligibilité,,1993-12-14,unique,8503,7987,1993,1993-3-11,1993-3-28,an,seine-et-marne,6,2,33934,41984,68352,9686,RPR,21810,FALSE,,FRN,12124,FALSE,,43872,45888,68355,4015,1405,RPR,12249,FALSE,,FRN,8234,FALSE,,SOC,6829,FALSE,
93-1942,Inéligibilité,,1993-12-15,unique,8197,7627,1993,1993-3-11,1993-3-28,an,charente-maritime,3,2,50814,53767,76152,3604,UDF,27209,FALSE,,SOC,23605,TRUE,,49232,52113,76168,5364,11235,UDF,20699,FALSE,,SOC,15335,TRUE,,FRN,4100,FALSE,
93-1955,Inéligibilité,,1993-12-15,unique,8244,7679,1993,1993-3-11,1993-3-28,an,corse-du-sud,2,2,20357,22363,39359,6629,RPR,13493,FALSE,,DVD,6864,FALSE,,25981,26903,39363,7066,219,RPR,10561,FALSE,,DVD,3495,FALSE,,COM,3276,FALSE,
